Weak_foot,Ball_Control,Dribbling,Marking,Attacking_Position,Interceptions,Short_Pass,Long_Pass,Acceleration,Speed,Strength,Agility,Jumping,Heading,Shot_Power,Curve,Rating,edad,Club_Pos_Num
2,56,50,77,26,80,70,60,70,65,77,64,83,78,45,26,78,25,7
3,77,74,23,85,19,68,48,73,70,79,69,91,81,74,49,78,25,12
4,76,72,20,78,20,64,38,69,78,90,65,79,78,86,46,78,26,26
3,81,80,69,69,79,79,75,80,80,79,82,79,67,82,78,78,22,27
3,74,51,77,43,82,74,69,60,63,72,59,69,73,45,30,78,24,27
2,76,77,75,72,76,74,77,82,84,60,80,76,66,75,84,78,25,6
4,77,78,17,80,35,74,55,92,90,59,79,77,65,71,62,78,21,27
4,72,71,46,77,50,73,60,70,86,81,65,82,71,84,67,78,27,27
2,65,60,78,30,78,69,49,66,68,79,52,86,77,61,33,78,25,7
3,82,84,42,75,50,78,71,79,77,61,78,62,56,74,80,77,25,23
2,79,81,72,72,74,73,68,87,86,64,85,64,52,73,75,78,22,27
3,67,63,78,30,79,74,70,64,70,80,59,73,75,40,24,78,25,27
2,24,16,17,10,15,31,26,59,58,72,63,72,13,74,65,78,27,4
4,72,69,83,55,79,74,72,64,69,75,72,72,77,56,40,78,25,16
2,64,62,78,60,69,68,49,74,84,88,52,76,73,82,43,78,24,6
3,72,68,72,67,80,80,72,60,57,80,61,71,60,66,66,78,27,9
3,65,59,80,23,81,73,70,72,67,84,46,80,81,54,32,79,24,17
3,82,78,49,78,47,75,65,85,84,54,84,65,61,71,72,78,25,27
2,66,44,78,61,78,74,60,72,73,71,65,77,80,62,46,78,27,7
3,66,56,79,36,79,68,70,68,69,76,58,73,73,82,46,78,28,27
3,76,71,80,60,74,74,68,79,77,71,72,70,63,59,64,78,24,27
4,76,75,37,74,57,74,73,88,89,61,82,75,69,76,71,78,33,0
2,65,60,80,29,79,63,67,69,69,79,61,78,76,78,61,78,32,27
3,85,88,26,71,32,75,65,87,79,44,95,62,41,54,85,78,29,11
4,75,74,29,85,41,71,67,77,78,78,84,70,82,78,70,78,26,27
2,77,79,38,75,45,75,68,89,87,74,85,78,52,82,72,78,25,27
3,75,73,74,59,73,73,71,88,84,55,88,92,60,69,63,78,26,27
4,82,84,16,82,30,72,57,85,92,73,85,69,64,84,68,78,23,27
3,78,71,76,70,79,75,69,53,54,69,66,51,58,53,54,78,26,27
4,79,80,38,76,32,78,74,73,77,66,81,61,57,76,78,78,25,0
2,77,76,59,75,57,77,74,91,92,33,89,77,63,73,76,78,29,13
4,80,81,19,78,34,74,62,87,86,70,86,74,70,77,82,78,26,27
2,65,52,76,43,77,60,58,64,67,91,60,76,75,60,52,78,30,7
4,77,70,75,69,74,78,86,53,54,76,67,81,65,90,90,78,24,27
3,68,67,72,48,80,70,65,64,68,84,60,54,88,76,33,78,27,7
4,80,70,70,62,80,82,82,60,64,74,68,58,66,72,64,78,28,8
3,20,24,14,18,15,37,34,49,52,59,68,75,11,12,16,78,29,4
2,72,69,13,83,24,69,64,75,77,77,63,74,80,77,50,78,26,26
4,80,83,37,77,43,77,68,76,78,83,65,71,67,81,77,78,28,11
3,83,83,19,72,26,75,64,94,91,55,83,72,47,78,72,78,26,27
3,64,34,80,36,74,65,68,34,51,92,32,65,75,66,49,78,27,7
3,73,72,76,69,80,75,72,75,66,75,75,81,66,75,51,78,27,27
3,80,78,33,76,31,73,63,76,78,81,66,72,71,80,69,78,26,26
3,83,76,20,78,34,70,53,65,66,82,65,68,67,85,68,78,25,26
3,64,53,78,42,76,69,69,58,63,85,53,58,73,56,30,78,25,7
4,80,70,64,65,80,81,78,68,65,69,75,56,27,77,80,78,26,27
4,82,73,55,76,53,83,81,78,73,63,81,61,53,80,69,78,28,27
4,24,13,16,13,20,40,45,44,45,64,51,65,14,35,23,78,25,4
4,76,75,47,80,49,70,65,83,77,77,79,82,76,75,75,78,26,26
3,56,52,78,53,76,68,64,63,69,86,65,80,75,78,48,78,28,27
3,66,59,79,43,79,75,55,68,69,79,67,75,76,49,55,78,29,17
4,82,67,71,69,80,85,73,74,67,74,76,75,58,79,62,78,31,18
3,83,78,13,81,25,77,69,66,67,76,76,80,73,78,67,78,32,22
4,79,79,39,79,44,69,70,90,86,85,82,86,51,86,76,78,29,13
2,74,66,31,83,47,59,46,66,74,81,65,82,81,83,59,78,28,27
4,80,69,14,83,23,66,44,58,67,89,61,56,77,81,68,78,25,27
3,79,73,26,85,42,69,61,60,67,80,68,76,80,73,55,78,27,26
4,82,81,21,81,43,74,63,82,79,69,76,77,54,88,62,78,28,21
5,77,72,72,74,74,78,76,71,74,78,70,82,75,78,71,78,26,8
3,82,73,55,67,62,78,71,66,71,69,72,70,65,82,74,78,26,18
4,76,74,13,80,31,70,60,74,73,80,76,80,82,80,72,78,26,26
3,23,14,12,15,16,35,37,44,46,72,50,58,14,21,20,78,25,27
3,82,82,58,80,66,78,70,84,74,55,88,55,58,68,76,78,32,27
3,72,62,77,51,75,65,64,76,78,87,50,57,69,76,68,78,29,16
3,71,67,75,55,76,76,75,66,76,86,59,55,77,78,50,78,26,1
3,68,58,78,43,81,79,82,33,32,83,55,54,73,58,58,78,28,27
2,67,64,76,42,76,72,71,66,68,79,54,83,83,69,48,78,30,17
4,83,84,24,67,43,75,77,85,86,77,83,58,59,79,77,78,25,27
4,86,83,29,77,40,78,68,75,74,58,87,81,75,80,86,78,30,26
4,78,71,76,76,77,78,79,59,62,76,64,65,68,80,68,78,29,9
4,78,81,44,77,40,71,66,88,89,85,86,82,88,75,66,79,27,11
3,59,47,80,28,75,64,54,52,60,82,67,79,75,54,35,78,30,27
3,74,65,75,62,78,78,73,69,73,80,66,78,69,73,47,78,29,27
5,80,78,58,73,65,77,76,75,75,72,77,62,60,85,88,77,27,27
3,80,81,33,80,45,73,65,86,79,47,87,73,43,61,78,78,25,13
3,78,81,16,76,43,80,81,75,74,61,69,65,52,77,82,78,30,27
2,17,12,14,12,22,19,26,28,28,64,33,57,12,24,13,78,28,4
4,83,87,27,69,31,71,67,89,89,82,84,60,51,81,62,78,28,27
4,78,72,71,65,77,75,70,77,77,75,68,71,65,70,70,78,31,16
4,78,80,68,78,74,78,78,78,81,77,74,71,70,84,76,78,31,27
2,80,79,20,75,54,78,76,75,69,73,67,71,54,82,76,78,26,0
4,83,81,39,75,61,80,77,73,75,78,70,68,71,81,77,78,27,0
4,80,74,77,75,74,80,75,71,68,71,67,80,68,85,45,78,30,9
3,69,66,77,44,70,72,68,65,68,78,65,82,76,67,36,78,28,17
3,70,65,42,78,51,67,31,88,87,78,75,91,87,80,32,78,30,27
2,26,25,18,12,25,38,40,64,65,68,67,84,14,23,11,78,29,4
4,80,83,24,73,25,74,70,91,90,68,84,69,50,76,76,78,28,27
3,85,83,44,74,44,80,82,77,76,69,75,83,72,84,85,78,31,27
3,63,40,80,33,74,75,62,61,66,87,55,76,78,56,51,78,28,27
4,81,80,20,75,34,76,73,76,69,66,90,73,61,79,76,78,28,27
4,79,74,39,78,49,77,75,80,78,68,74,62,66,80,67,78,30,27
3,77,77,60,69,76,84,75,67,63,56,79,78,44,63,58,78,27,0
3,67,28,79,28,82,73,65,61,62,85,54,68,79,60,39,78,29,7
4,83,85,25,73,39,73,69,87,82,53,89,66,35,69,80,78,28,21
4,73,65,15,82,19,47,40,54,65,90,53,61,88,84,55,78,30,22
2,78,82,36,80,51,75,63,88,79,52,85,76,71,63,81,78,28,11
4,83,87,26,79,38,76,70,77,78,77,76,72,74,77,77,78,28,11
3,49,35,82,25,69,66,50,55,64,82,54,65,86,48,23,78,29,17
3,41,39,83,48,70,50,69,67,73,80,59,74,84,81,33,78,29,7
3,79,83,63,71,75,80,76,79,77,64,89,72,53,80,72,78,28,27
3,75,78,21,76,27,73,59,69,76,91,66,82,74,85,78,78,30,26
3,75,65,33,77,29,73,60,69,69,92,65,86,82,86,68,78,29,12
3,71,64,78,57,75,73,77,63,64,81,61,68,77,72,64,78,27,27
4,75,79,27,72,35,73,72,78,76,61,84,62,42,84,84,78,31,25
3,74,67,42,76,45,65,56,69,65,92,62,84,91,85,53,78,28,26
5,80,77,38,72,55,80,76,68,69,56,69,63,57,79,82,78,29,25
3,69,60,76,32,79,72,67,73,79,85,70,83,77,64,32,78,29,17
3,80,77,24,82,24,72,50,78,78,72,77,83,76,76,72,78,30,27
2,21,16,14,13,21,39,33,37,40,62,54,62,13,22,19,78,32,4
4,81,77,55,75,54,86,81,64,68,72,70,70,71,83,76,78,28,27
4,74,67,66,79,76,79,77,65,66,75,63,71,70,77,74,78,29,18
3,74,74,75,68,74,79,75,65,55,77,49,74,70,73,61,78,29,18
3,65,62,78,48,74,74,70,62,68,83,60,80,82,59,56,78,29,17
2,52,52,84,35,80,50,58,65,69,86,59,82,76,60,38,78,31,27
3,74,73,16,76,35,73,53,76,81,83,83,83,79,80,48,78,32,27
3,82,72,72,79,73,78,66,54,55,92,50,65,91,75,62,78,30,27
3,25,21,12,19,29,39,46,51,52,78,70,66,15,25,18,78,31,4
3,75,74,23,78,43,69,55,78,83,75,75,91,86,76,68,78,31,26
2,76,77,78,69,76,70,63,77,78,64,81,75,62,69,63,78,30,27
3,62,54,79,20,79,62,67,49,49,85,58,74,81,83,60,78,36,27
3,84,83,34,67,43,80,82,61,69,59,63,48,36,82,87,78,31,21
4,80,78,68,73,76,78,77,78,77,64,87,66,58,78,88,78,30,18
3,74,72,76,70,76,72,68,75,79,78,71,75,72,70,69,77,30,27
4,80,84,63,76,69,71,69,86,84,80,80,66,69,75,75,78,27,24
5,79,80,69,72,78,83,73,67,69,74,71,53,65,65,72,78,31,8
5,33,20,13,13,22,27,19,32,35,80,32,59,13,36,10,78,29,4
3,82,75,51,74,66,83,74,63,56,58,72,72,58,78,84,78,31,2
3,79,66,74,71,78,78,74,67,64,73,75,61,66,65,54,78,30,27
3,80,74,64,65,83,82,81,58,63,75,55,58,68,80,66,78,30,27
3,78,74,74,72,81,80,78,71,66,66,74,71,62,76,70,78,29,11
4,81,80,14,70,25,80,74,77,79,36,93,57,36,69,83,78,29,0
2,25,13,15,16,22,36,25,50,35,60,63,69,19,23,13,78,29,4
4,77,73,71,65,80,80,78,64,55,72,63,72,71,57,39,78,28,2
4,39,23,15,19,25,49,33,65,55,58,65,81,16,24,16,78,31,27
3,77,74,80,66,77,79,70,75,69,51,81,57,50,61,79,78,32,27
2,65,57,79,31,77,61,66,74,74,83,68,82,76,76,30,78,31,7
2,76,76,70,72,74,74,68,85,89,73,79,75,68,68,69,78,31,16
4,79,69,63,74,77,82,84,55,48,67,76,44,62,82,85,78,29,18
4,80,72,31,82,46,68,58,77,76,73,71,80,75,75,64,78,31,12
4,79,78,58,74,57,78,70,77,77,72,79,64,48,77,75,78,32,16
5,82,81,74,77,78,79,77,77,75,69,77,74,65,88,84,78,33,6
3,22,14,15,12,17,28,31,52,50,62,54,69,14,14,15,79,31,4
3,64,42,82,56,84,63,62,62,65,79,51,62,75,59,43,78,35,17
2,81,73,61,62,76,83,81,67,65,70,74,57,54,75,68,78,32,18
3,74,66,78,62,78,80,72,64,66,89,62,90,86,82,55,78,30,2
2,64,54,76,42,74,74,73,77,85,79,61,78,79,77,54,78,31,17
4,85,75,60,60,75,84,86,55,65,69,69,61,60,84,79,78,32,25
4,81,75,15,82,26,71,71,76,68,78,72,69,60,87,76,78,34,12
4,81,83,19,77,40,79,75,73,69,56,78,62,47,76,80,78,31,0
4,77,83,21,72,31,78,61,81,82,74,82,72,48,76,74,78,32,25
4,76,70,70,74,77,78,76,54,55,82,53,61,76,81,69,78,32,18
4,72,64,80,56,78,75,79,72,74,74,72,73,76,82,64,78,32,7
3,64,55,76,41,73,78,72,69,67,79,60,88,82,78,61,78,32,27
3,84,82,31,84,39,74,60,83,79,62,81,80,75,70,78,78,35,27
3,80,77,66,60,81,79,79,68,66,67,79,74,56,56,70,78,30,9
3,79,79,51,70,62,74,66,83,78,56,84,57,51,75,84,78,32,27
3,77,74,65,64,76,81,79,51,52,71,66,59,62,74,71,78,30,19
3,81,84,40,71,42,76,54,87,86,59,93,71,28,64,63,78,30,27
3,77,70,78,74,75,79,77,72,74,70,75,77,71,73,74,78,34,16
2,16,15,14,19,23,20,19,40,35,66,59,60,12,20,19,78,37,4
3,79,71,33,83,41,78,58,60,62,70,65,76,78,79,74,78,32,22
2,81,77,79,77,71,80,77,77,78,68,73,68,63,76,79,78,32,6
3,77,79,75,76,76,74,68,84,82,65,82,78,60,70,65,78,32,16
4,82,80,54,76,60,80,78,77,77,69,78,52,50,79,86,78,32,27
3,70,56,80,38,75,72,73,63,65,79,61,76,78,67,48,78,32,27
3,30,12,15,7,22,33,48,49,54,76,39,70,22,23,23,78,36,4
5,77,78,18,82,40,71,45,76,73,79,76,77,76,80,68,78,33,26
3,53,31,78,34,76,61,67,32,49,93,26,51,83,75,30,78,33,7
2,25,15,14,12,20,23,19,50,52,64,56,76,14,30,12,78,36,4
3,53,33,77,29,75,66,63,33,34,85,32,72,84,48,27,78,37,7
4,82,75,65,67,70,83,80,62,60,67,65,59,64,82,84,78,32,19
2,76,72,25,86,50,76,77,34,52,88,49,48,77,82,88,78,34,27
3,49,46,84,54,79,70,77,33,34,80,63,54,82,83,51,78,38,7
3,85,81,24,69,26,80,77,75,69,58,73,52,55,72,85,78,34,27
3,73,65,74,58,78,74,78,67,67,80,70,80,63,71,59,78,33,27
4,83,78,72,76,73,85,82,45,43,82,51,64,78,72,76,78,35,27
3,83,85,29,77,35,80,79,69,71,60,69,42,56,74,89,78,36,27
4,80,77,18,85,33,77,70,45,45,78,67,65,78,76,75,78,39,22
3,59,42,81,31,79,57,68,33,55,91,31,54,85,66,33,78,37,1
3,55,54,83,31,83,58,58,65,69,78,55,78,78,69,46,78,36,7
4,81,83,41,75,49,75,68,87,88,69,77,71,75,74,74,77,19,27
3,10,14,5,4,17,52,38,48,45,70,55,73,13,23,13,77,18,4
4,77,78,72,73,72,76,71,79,82,77,81,81,64,85,59,77,20,27
3,73,72,16,75,23,65,58,81,81,72,79,56,77,85,61,77,25,26
3,71,72,77,52,76,75,77,72,72,88,51,61,62,73,81,77,25,19
3,75,76,70,76,72,76,59,84,76,68,79,61,60,72,76,77,29,16
3,69,73,28,73,32,63,47,84,81,87,55,84,77,84,59,77,25,22
5,76,75,20,70,32,75,75,87,74,57,86,58,45,74,86,77,33,0
3,66,43,73,57,77,71,75,81,75,62,82,51,69,52,55,77,33,16
3,71,76,68,69,71,73,59,88,86,33,86,59,60,78,54,77,29,6
5,72,71,77,57,67,77,67,81,82,82,67,72,77,84,81,77,29,6
2,21,9,12,27,33,24,23,41,42,79,34,67,11,21,9,77,29,4
3,75,68,78,43,80,68,61,69,72,75,70,79,72,69,32,77,22,17
3,75,79,73,77,71,74,69,91,90,67,83,59,60,72,68,77,24,6
3,77,76,68,70,70,82,79,79,75,71,69,67,71,74,69,77,21,8
3,69,53,72,39,82,67,68,66,69,76,55,75,75,69,56,77,22,17
4,75,68,19,79,13,74,31,72,76,80,64,75,73,83,54,77,23,27
3,78,67,68,70,75,81,78,64,60,64,75,56,41,51,58,77,21,0
3,77,68,64,65,78,84,81,58,56,71,55,65,61,58,45,77,22,19
3,24,18,12,17,28,25,25,40,48,81,40,60,13,24,15,77,28,4
3,79,80,45,69,60,79,73,78,69,59,82,66,42,70,76,77,21,18
4,78,75,75,77,75,81,73,79,77,64,86,62,49,65,72,77,22,18
3,69,58,78,35,79,76,73,69,77,69,69,77,74,49,39,77,20,7
2,76,78,71,64,73,74,72,83,85,76,77,84,64,83,76,77,27,16
3,79,83,39,72,33,74,63,91,88,41,92,60,48,68,70,77,23,27
4,79,81,16,76,15,76,66,86,80,62,92,58,57,73,72,78,20,23
4,72,75,74,64,66,71,73,86,87,73,66,74,67,80,60,77,22,16
3,81,79,70,73,76,79,78,74,66,59,72,55,37,57,69,78,21,8
4,77,82,25,73,53,71,68,93,93,63,89,75,56,76,69,77,22,13
3,30,25,18,12,15,49,33,53,40,76,43,55,16,25,13,77,23,4
3,78,79,60,78,60,76,71,86,85,75,82,72,59,78,78,77,27,27
5,79,80,48,73,58,75,64,84,77,54,85,62,44,68,69,77,23,21
3,62,42,77,34,67,65,61,68,75,85,64,78,81,74,22,77,21,17
3,79,73,64,70,76,80,76,69,69,77,68,62,60,76,60,77,26,18
3,76,79,35,76,21,74,62,92,92,64,85,55,49,72,74,77,22,27
4,81,75,15,77,33,68,49,79,78,68,87,72,62,80,83,77,22,26
3,68,58,78,29,78,68,74,67,67,78,45,75,78,75,31,77,23,7
3,62,55,78,31,79,68,65,74,75,79,62,71,74,49,35,77,26,27
2,52,45,78,25,76,57,50,68,74,84,50,72,77,40,33,77,23,27
5,81,76,64,74,72,77,81,61,59,67,68,65,57,88,84,78,20,8
3,80,81,26,71,55,80,71,81,74,36,78,58,24,58,80,77,21,27
2,17,20,14,13,23,26,26,49,40,69,34,53,15,19,16,77,27,4
3,76,77,72,68,67,75,73,79,84,78,76,82,68,76,67,77,24,16
3,70,68,72,55,83,69,66,81,86,65,73,74,58,68,66,77,25,16
3,79,69,66,69,71,78,76,70,71,76,74,60,58,69,65,77,32,18
5,73,74,25,77,28,68,65,78,84,71,76,88,75,81,67,77,27,26
3,70,69,70,56,77,79,83,55,39,82,58,41,72,73,59,77,27,2
3,73,67,72,53,82,74,72,64,67,70,65,74,56,61,47,77,24,19
2,75,72,71,76,75,73,67,82,80,76,70,80,75,72,64,77,28,6
2,19,19,14,18,20,24,21,30,34,72,36,57,11,20,14,77,31,4
3,72,71,63,62,82,76,75,59,57,76,68,79,61,73,57,77,28,27
4,78,80,36,79,37,70,67,82,79,80,77,67,67,83,83,77,27,27
4,75,74,39,75,34,69,59,83,82,72,77,90,76,75,66,77,22,22
2,83,86,29,70,30,79,80,61,64,76,74,55,63,81,75,77,24,12
4,77,78,33,83,24,76,62,75,78,63,76,72,68,75,68,77,24,26
3,76,68,70,63,77,79,74,61,64,72,67,70,57,71,69,77,25,27
3,81,78,60,72,70,81,77,79,79,79,75,55,56,78,68,77,24,27
4,75,74,50,83,63,76,77,73,76,72,73,52,74,84,85,77,23,0
3,81,79,58,74,68,78,76,78,78,55,82,72,58,75,69,77,23,0
2,78,75,66,70,76,80,74,75,73,74,66,65,68,75,67,77,23,9
3,79,79,46,71,57,80,74,64,66,71,75,72,46,73,74,77,24,8
2,73,72,76,64,75,67,66,91,90,62,83,84,73,66,61,77,25,6
3,80,83,37,72,28,74,66,87,76,47,93,92,71,75,77,77,29,11
3,80,81,36,73,40,80,79,71,70,55,75,60,34,63,76,77,25,21
4,77,71,67,64,70,84,77,72,71,72,73,70,61,71,75,75,27,19
2,83,84,18,62,35,78,75,76,72,39,88,56,42,83,80,77,24,15
3,72,65,80,53,76,66,59,76,80,69,75,79,62,66,60,77,23,6
3,81,83,25,76,46,77,72,78,75,56,89,57,60,67,74,77,22,27
3,73,77,33,75,23,74,63,91,87,60,84,55,67,68,69,77,29,11
3,73,75,28,76,49,69,54,76,85,90,66,75,74,82,60,77,24,22
3,80,72,57,80,69,78,72,67,66,66,70,65,64,71,71,77,26,27
2,14,13,13,14,26,23,25,48,44,64,62,72,10,21,20,77,25,4
2,81,85,52,70,55,70,71,79,77,64,85,56,38,77,75,77,24,13
3,77,76,72,63,71,73,67,85,86,71,78,76,67,59,67,77,23,25
3,75,72,73,63,82,73,69,59,62,85,60,75,78,78,72,77,28,27
4,82,80,52,71,67,82,71,66,59,80,63,81,77,71,74,77,24,0
4,77,73,42,80,40,71,56,69,66,68,70,72,72,76,70,77,25,26
3,74,73,70,68,78,73,53,83,82,66,76,73,63,66,60,77,25,21
3,68,61,77,55,78,74,72,55,68,78,63,70,69,79,53,77,27,19
4,76,74,68,73,75,74,64,83,79,67,75,73,54,76,62,77,28,6
4,82,77,64,64,72,83,80,75,69,69,77,61,60,80,79,77,23,27
4,78,72,42,74,63,76,70,69,64,69,64,64,52,84,70,77,28,0
4,82,84,67,74,75,79,63,84,82,66,85,67,58,57,65,77,23,27
3,59,46,78,26,71,75,69,55,68,83,54,67,79,49,48,77,24,27
3,77,84,41,70,37,76,64,89,88,68,78,64,47,81,56,77,22,11
4,80,77,72,73,72,77,68,78,82,75,75,82,67,78,84,77,23,6
3,74,66,20,80,24,64,36,68,68,85,66,82,82,80,49,77,29,27
2,65,56,78,44,81,66,68,53,63,79,48,71,73,67,36,77,28,7
3,79,72,17,77,30,64,35,75,78,91,69,80,75,77,52,77,23,12
3,80,80,49,75,69,78,74,79,79,72,77,66,58,77,76,77,28,18
4,73,59,76,55,82,74,71,71,73,75,68,81,69,70,58,77,28,17
2,60,41,76,24,77,65,51,72,75,72,65,90,80,39,35,77,28,17
3,75,75,72,70,76,76,68,79,80,79,68,69,64,65,65,77,23,6
3,61,55,74,34,79,69,59,60,62,83,48,86,77,37,28,77,25,17
4,80,74,53,66,64,85,84,65,69,57,76,65,48,72,76,77,25,18
3,48,49,80,44,81,72,77,69,68,70,69,79,82,42,52,77,29,7
3,61,57,70,43,73,65,56,78,79,90,61,90,78,65,39,77,25,27
3,13,14,19,17,26,17,38,34,35,73,32,70,19,12,17,77,28,4
5,74,76,18,76,29,63,44,74,75,83,64,92,79,79,66,77,26,26
2,76,74,74,55,69,75,69,77,85,76,68,68,69,66,54,78,25,24
4,80,77,60,67,70,78,76,79,70,75,78,78,60,80,70,77,22,8
4,69,65,75,49,77,72,65,82,78,76,73,85,74,67,63,77,23,6
4,77,81,54,69,52,77,70,89,79,48,92,74,45,72,76,77,24,27
3,64,48,76,45,77,66,57,71,72,71,68,91,75,48,47,77,27,27
3,77,76,72,72,76,77,75,75,75,75,75,67,56,78,64,77,24,27
3,53,49,76,26,82,64,60,52,55,85,50,66,73,60,46,77,29,7
3,77,72,69,75,78,81,76,59,54,67,66,55,59,81,76,77,26,27
4,79,78,38,71,32,77,75,74,73,64,77,58,52,76,76,77,25,23
3,76,78,20,77,24,67,52,95,92,45,88,80,64,78,60,76,25,27
3,79,75,63,68,68,79,76,68,65,71,69,57,53,77,69,77,24,19
3,75,63,72,59,78,78,64,58,63,83,49,61,69,77,48,77,28,17
3,19,16,16,13,26,37,37,50,47,68,59,64,15,14,11,77,31,4
2,80,82,35,75,45,77,73,86,84,47,79,81,40,77,79,77,25,13
3,73,64,75,67,80,76,73,66,69,74,79,82,83,52,67,77,26,17
2,74,68,75,73,76,73,67,84,80,75,75,59,57,75,65,77,27,6
3,77,79,25,78,42,75,69,87,82,57,79,65,67,77,73,77,26,27
2,13,22,12,13,21,32,38,36,37,60,49,53,13,38,19,77,30,4
4,76,74,24,80,59,72,67,77,78,70,76,80,75,75,66,77,34,27
2,77,76,26,80,39,72,68,76,75,67,74,80,71,77,60,77,26,27
3,76,65,33,86,41,73,63,67,65,64,79,79,80,75,55,77,27,26
3,81,75,70,70,75,81,76,66,67,73,69,59,65,77,81,77,24,9
4,78,73,55,75,65,79,77,67,76,76,74,76,68,75,66,77,25,27
3,78,78,22,78,24,73,63,78,83,68,73,64,66,83,84,77,27,27
3,69,63,75,49,73,67,55,69,75,79,66,78,80,69,49,77,26,27
4,79,75,40,77,58,82,75,77,74,62,75,67,62,72,74,77,23,8
2,75,56,76,52,80,80,77,54,45,78,53,69,73,45,49,77,25,7
2,75,70,72,68,72,76,66,79,84,72,77,67,58,72,56,77,27,27
3,76,59,64,68,80,77,80,69,68,71,69,69,51,81,59,77,25,18
3,81,83,18,75,21,68,54,93,90,40,92,68,40,76,71,77,24,27
4,86,86,18,76,16,74,55,88,90,66,86,62,52,80,65,77,26,22
3,77,78,12,74,33,74,68,79,85,83,77,78,75,78,69,77,25,27
3,78,70,75,55,76,81,71,75,73,75,80,79,65,62,69,77,25,27
4,81,79,24,75,28,83,75,68,64,61,67,48,45,68,73,77,25,27
3,55,51,75,36,77,67,58,65,69,91,57,82,73,77,60,77,27,6
3,55,49,77,33,83,69,66,61,67,82,53,64,81,65,33,77,26,17
3,81,80,26,78,31,75,58,89,88,67,77,74,64,78,76,77,26,27
4,76,67,72,70,75,77,74,66,64,73,77,71,66,65,47,77,27,9
3,65,50,78,30,71,68,52,63,72,79,59,78,74,75,40,77,25,27
3,78,75,49,74,40,78,75,68,73,70,67,52,65,82,78,77,28,0
3,61,42,73,38,72,68,73,70,72,86,48,74,74,77,27,77,29,27
4,84,83,24,68,23,77,63,92,78,47,91,40,25,64,68,77,27,0
3,77,78,33,79,39,69,61,89,84,73,79,81,71,74,57,77,25,27
3,77,68,71,61,75,76,61,69,75,69,68,73,60,57,67,77,31,16
4,78,82,32,70,21,75,67,86,85,57,80,48,52,82,71,77,26,21
4,69,69,76,58,77,69,75,82,84,68,78,78,59,83,77,77,26,16
4,76,76,34,83,45,73,61,79,73,69,85,90,74,77,53,77,31,22
2,76,79,46,74,46,78,76,87,85,61,88,72,62,74,74,77,26,0
2,62,42,77,33,77,66,54,51,53,91,45,34,78,72,49,77,28,25
3,63,45,76,30,77,67,61,55,62,78,58,90,80,59,47,77,30,7
3,66,47,75,58,79,60,54,53,54,78,32,82,83,54,46,77,26,1
3,76,72,12,84,20,68,42,76,78,68,76,82,76,78,68,77,26,26
2,68,55,75,30,84,72,67,54,66,81,55,80,79,43,40,77,30,17
3,73,74,74,73,75,69,65,77,85,75,72,84,68,78,68,77,28,16
3,65,47,77,41,73,74,75,46,48,86,31,78,80,65,38,77,35,17
2,22,15,14,12,27,38,36,48,42,78,33,34,16,14,15,77,30,27
3,78,75,77,67,70,78,69,76,77,71,69,72,58,79,83,77,25,6
3,76,65,76,58,76,72,66,75,76,64,69,69,71,57,66,77,29,27
3,79,79,60,76,70,80,76,75,77,72,79,65,64,78,70,77,26,27
3,77,75,79,45,79,80,68,67,68,69,68,70,80,49,45,77,25,7
3,76,74,77,72,74,76,74,75,75,67,76,68,68,75,78,77,27,16
3,76,71,74,65,79,79,78,79,75,78,75,91,59,77,50,77,29,27
4,83,80,55,68,68,80,76,75,73,65,84,58,58,82,76,77,27,27
3,66,54,78,37,81,78,76,65,74,83,46,56,84,48,62,77,27,25
3,77,75,18,70,33,77,74,79,81,56,89,66,73,77,59,77,29,21
3,72,62,63,58,83,78,68,60,58,72,63,73,56,79,55,77,28,19
4,77,69,39,82,25,77,58,55,65,80,64,83,90,80,68,77,27,26
4,73,76,34,78,47,71,63,77,77,82,76,74,72,79,67,77,30,26
3,80,79,47,74,65,83,80,66,74,56,72,62,48,74,59,77,28,8
3,79,65,79,65,80,85,77,62,67,59,73,78,59,73,72,77,30,27
2,63,58,78,41,78,57,49,54,55,78,48,60,81,52,40,77,28,7
4,73,71,75,66,77,75,73,68,71,83,69,65,76,77,68,77,28,9
2,74,73,74,63,75,74,73,66,75,76,65,75,68,63,59,77,28,14
3,76,77,65,75,72,74,72,84,84,67,74,71,52,82,70,77,28,27
3,75,74,55,70,58,82,84,64,67,76,62,65,69,85,66,77,25,19
3,79,78,45,76,32,76,72,79,69,54,88,59,54,70,75,77,26,27
4,77,76,19,79,39,67,60,76,75,76,67,77,74,80,63,77,27,22
3,79,73,62,53,75,84,86,68,68,66,69,68,65,70,72,77,31,2
3,77,83,29,79,42,74,63,75,76,71,79,64,60,81,73,77,26,27
3,62,50,78,41,79,60,64,66,66,78,60,78,74,60,40,77,29,27
3,77,80,26,76,42,78,66,92,94,39,88,75,55,77,65,77,29,13
3,76,74,74,68,73,70,68,74,75,75,72,71,70,76,64,77,28,24
4,78,78,61,74,71,80,78,74,67,64,83,90,60,72,78,77,27,0
3,80,71,68,69,78,72,67,78,82,73,76,74,66,79,64,77,29,16
3,67,77,24,75,33,73,72,94,90,71,85,73,74,74,64,77,27,27
3,82,73,16,75,14,78,74,76,74,59,75,60,68,83,75,77,31,27
